itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,SP,SD,ST,XX
111,MDS,,,70355,ITEM_FILLER_047,NGTV_STATE_NTFY_STF_CD,Item filler: replaces old D0350,28,Filler,Filler,,Text,11800,564,564,564-564,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
113,MDS,,,12000,D0500A1,STF_INTRST_LOSS_CD,PHQ staff: little interest or pleasure - presence,05,D,Asmt,,Code,12000,565,565,565-565,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
114,MDS,,,12100,D0500A2,STF_INTRSTLOSS_FREQ_CD,PHQ staff: little interest or pleasure - frequency,05,D,Asmt,,Code,12100,566,566,566-566,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
115,MDS,,,12200,D0500B1,STF_FEEL_DOWN_CD,"PHQ staff: feeling down, depressed - presence",05,D,Asmt,,Code,12200,567,567,567-567,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
116,MDS,,,12300,D0500B2,STF_FEEL_DOWN_FREQ_CD,"PHQ staff: feeling down, depressed - frequency",05,D,Asmt,,Code,12300,568,568,568-568,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
117,MDS,,,12400,D0500C1,STF_TRBL_SLEEP_CD,PHQ staff: trouble with sleep - presence,05,D,Asmt,,Code,12400,569,569,569-569,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
118,MDS,,,12500,D0500C2,STF_TRBL_SLEEP_FREQ_CD,PHQ staff: trouble with sleep - frequency,05,D,Asmt,,Code,12500,570,570,570-570,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
119,MDS,,,12600,D0500D1,STF_LTL_ENRGY_CD,PHQ staff: feeling tired/little energy - presence,05,D,Asmt,,Code,12600,571,571,571-571,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
120,MDS,,,12700,D0500D2,STF_LTL_ENRGY_FREQ_CD,PHQ staff: feeling tired/little energy - frequency,05,D,Asmt,,Code,12700,572,572,572-572,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
121,MDS,,,12800,D0500E1,STF_POOR_APTIT_CD,PHQ staff: poor appetite or overeating - presence,05,D,Asmt,,Code,12800,573,573,573-573,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
122,MDS,,,12900,D0500E2,STF_POOR_APTIT_FREQ_CD,PHQ staff: poor appetite or overeating - frequency,05,D,Asmt,,Code,12900,574,574,574-574,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
123,MDS,,,13000,D0500F1,STF_SELF_DPRCTN_CD,PHQ staff: feeling bad about self - presence,05,D,Asmt,,Code,13000,575,575,575-575,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
124,MDS,,,13100,D0500F2,STF_SELFDPRCTN_FREQ_CD,PHQ staff: feeling bad about self - frequency,05,D,Asmt,,Code,13100,576,576,576-576,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
125,MDS,,,13200,D0500G1,STF_CNCNTRTN_CD,PHQ staff: trouble concentrating - presence,05,D,Asmt,,Code,13200,577,577,577-577,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
126,MDS,,,13300,D0500G2,STF_CNCNTRTN_FREQ_CD,PHQ staff: trouble concentrating - frequency,05,D,Asmt,,Code,13300,578,578,578-578,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
127,MDS,,,13400,D0500H1,STF_MVMT_DFRNT_CD,"PHQ staff: slow, fidgety, restless - presence",05,D,Asmt,,Code,13400,579,579,579-579,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
128,MDS,,,13500,D0500H2,STF_MVMT_DFRNT_FREQ_CD,"PHQ staff: slow, fidgety, restless - frequency",05,D,Asmt,,Code,13500,580,580,580-580,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
129,MDS,,,13600,D0500I1,STF_NGTV_STATE_CD,PHQ staff: thoughts better off dead - presence,05,D,Asmt,,Code,13600,581,581,581-581,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
130,MDS,,,13700,D0500I2,STF_NGTV_STATE_FREQ_CD,PHQ staff: thoughts better off dead - frequency,05,D,Asmt,,Code,13700,582,582,582-582,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
131,MDS,,,13800,D0500J1,STF_SHRT_TMPR_CD,PHQ staff: short-tempered - presence,05,D,Asmt,,Code,13800,583,583,583-583,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
132,MDS,,,13900,D0500J2,STF_SHRT_TMPR_FREQ_CD,PHQ staff: short-tempered - frequency,05,D,Asmt,,Code,13900,584,584,584-584,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
133,MDS,,,14000,D0600,STF_MOOD_SCRE_NUM,PHQ staff: total mood score,05,D,Asmt,,Number,14000,585,586,585-586,2,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
134,MDS,,,70356,ITEM_FILLER_048,STF_NGTV_STATE_NTFY_CD,Item filler: replaces old D0650,28,Filler,Filler,,Text,14100,587,587,587-587,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
135,MDS,,,14200,E0100A,HLLCNTN_CD,Psychosis: hallucinations,06,E,Asmt,,Checklist,14200,588,588,588-588,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
137,MDS,,,14400,E0100B,DLSN_CD,Psychosis: delusions,06,E,Asmt,,Checklist,14400,589,589,589-589,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
138,MDS,,,14500,E0100Z,NO_PSYCHOSIS_CD,Psychosis: none of the above,06,E,Asmt,,Checklist,14500,590,590,590-590,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
139,MDS,,,14600,E0200A,PHYS_BHVRL_CD,Physical behav symptoms directed toward others,06,E,Asmt,,Code,14600,591,591,591-591,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
140,MDS,,,14700,E0200B,VRBL_BHVRL_CD,Verbal behav symptoms directed toward others,06,E,Asmt,,Code,14700,592,592,592-592,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
141,MDS,,,14800,E0200C,OTHR_BHVRL_CD,Other behav symptoms not directed toward others,06,E,Asmt,,Code,14800,593,593,593-593,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
142,MDS,,,14900,E0300,BHVR_PRSNT_CD,Overall presence of behavioral symptoms,06,E,Asmt,,Code,14900,594,594,594-594,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
143,MDS,,,15000,E0500A,BHVR_INJR_SELF_CD,Behav symptoms put res at risk for illness/injury,06,E,Asmt,,Code,15000,595,595,595-595,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
144,MDS,,,15100,E0500B,BHVR_INTRFR_CARE_CD,Behav symptoms interfere with resident care,06,E,Asmt,,Code,15100,596,596,596-596,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
145,MDS,,,15200,E0500C,BHVR_INTRFR_PRTCPTN_CD,Behav symptoms interfere with social activities,06,E,Asmt,,Code,15200,597,597,597-597,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
146,MDS,,,15300,E0600A,BHVR_INJR_OTHR_CD,Behav symptoms put others at risk for injury,06,E,Asmt,,Code,15300,598,598,598-598,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
147,MDS,,,15400,E0600B,BHVR_INTRD_PRVCY_CD,Behav symptoms intrude on privacy of others,06,E,Asmt,,Code,15400,599,599,599-599,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
148,MDS,,,15500,E0600C,BHVR_DSRUPT_ENVRMNT_CD,Behav symptoms disrupt care or living environment,06,E,Asmt,,Code,15500,600,600,600-600,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
149,MDS,,,15600,E0800,RJCT_EVALTN_CD,Rejection of care: presence and frequency,06,E,Asmt,,Code,15600,601,601,601-601,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
150,MDS,,,15700,E0900,WNDR_CD,Wandering: presence and frequency,06,E,Asmt,,Code,15700,602,602,602-602,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
151,MDS,,,15800,E1000A,WNDR_RISK_CD,Wandering: risk of getting to dangerous place,06,E,Asmt,,Code,15800,603,603,603-603,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
152,MDS,,,15900,E1000B,WNDR_INTRD_PRVCY_CD,Wandering: intrude on privacy of others,06,E,Asmt,,Code,15900,604,604,604-604,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
153,MDS,,,16000,E1100,BHVR_CHG_PRIOR_CD,Change in behavioral or other symptoms,06,E,Asmt,,Code,16000,605,605,605-605,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
154,MDS,,,16100,F0300,CNDCT_ACTVTY_CD,Conduct res interview for daily/activity prefs,07,F,Asmt,,Code,16100,606,606,606-606,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
155,MDS,,,16200,F0400A,DRESS_CD,Res interview: choose clothes to wear,07,F,Asmt,,Code,16200,607,607,607-607,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
156,MDS,,,16300,F0400B,CARE_PRSNL_ITM_CD,Res interview: take care of personal belongings,07,F,Asmt,,Code,16300,608,608,608-608,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
157,MDS,,,16400,F0400C,BATHG_OPTN_CD,"Res interview: choose tub, bath, shower, sponge",07,F,Asmt,,Code,16400,609,609,609-609,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
158,MDS,,,16500,F0400D,SNACK_BTWN_CD,Res interview: have snacks between meals,07,F,Asmt,,Code,16500,610,610,610-610,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
159,MDS,,,16600,F0400E,BED_TIME_CD,Res interview: choose own bedtime,07,F,Asmt,,Code,16600,611,611,611-611,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
160,MDS,,,16700,F0400F,FMLY_INVLVMT_CD,Res interview: discuss care with family/friend,07,F,Asmt,,Code,16700,612,612,612-612,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
161,MDS,,,16800,F0400G,PRVT_PHNE_CD,Res interview: use phone in private,07,F,Asmt,,Code,16800,613,613,613-613,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
162,MDS,,,16900,F0400H,LOCK_ITM_CD,Res interview: lock things to keep them safe,07,F,Asmt,,Code,16900,614,614,614-614,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
163,MDS,,,17000,F0500A,READG_AVLBL_CD,"Res interview: have books, newspaper, mags to read",07,F,Asmt,,Code,17000,615,615,615-615,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
164,MDS,,,17100,F0500B,MUSIC_CD,Res interview: listen to music,07,F,Asmt,,Code,17100,616,616,616-616,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
165,MDS,,,17200,F0500C,ANML_CD,Res interview: be around animals/pets,07,F,Asmt,,Code,17200,617,617,617-617,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
166,MDS,,,17300,F0500D,NEWS_CD,Res interview: keep up with news,07,F,Asmt,,Code,17300,618,618,618-618,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
167,MDS,,,17400,F0500E,GRP_ACTVTY_CD,Res interview: do things with groups of people,07,F,Asmt,,Code,17400,619,619,619-619,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
168,MDS,,,17500,F0500F,FVRT_ACTVTY_CD,Res interview: do favorite activities,07,F,Asmt,,Code,17500,620,620,620-620,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
169,MDS,,,17600,F0500G,FRSH_AIR_CD,Res interview: go outside when good weather,07,F,Asmt,,Code,17600,621,621,621-621,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
170,MDS,,,17700,F0500H,RLGN_CD,Res interview: participate in religious practices,07,F,Asmt,,Code,17700,622,622,622-622,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
171,MDS,,,17800,F0600,RSPNDT_ACTVTY_CD,Primary respondent: daily/activities prefs,07,F,Asmt,,Code,17800,623,623,623-623,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
172,MDS,,,17900,F0700,STF_CNDCT_ACTVTY_CD,Conduct staff assessment for daily/activity prefs,07,F,Asmt,,Code,17900,624,624,624-624,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
173,MDS,,,18000,F0800A,STF_DRESS_CD,Staff assessment: choosing clothes to wear,07,F,Asmt,,Checklist,18000,625,625,625-625,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
174,MDS,,,18100,F0800B,STF_CARE_PRSNL_ITM_CD,Staff assessment: caring for personal belongings,07,F,Asmt,,Checklist,18100,626,626,626-626,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
175,MDS,,,18200,F0800C,STF_TUB_BATH_CD,Staff assessment: receiving tub bath,07,F,Asmt,,Checklist,18200,627,627,627-627,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
176,MDS,,,18300,F0800D,STF_SHWR_CD,Staff assessment: receiving shower,07,F,Asmt,,Checklist,18300,628,628,628-628,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
177,MDS,,,18400,F0800E,STF_BED_BATH_CD,Staff assessment: receiving bed bath,07,F,Asmt,,Checklist,18400,629,629,629-629,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
178,MDS,,,18500,F0800F,STF_SPNG_BATH_CD,Staff assessment: receiving sponge bath,07,F,Asmt,,Checklist,18500,630,630,630-630,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
179,MDS,,,18600,F0800G,STF_SNACK_BTWN_CD,Staff assessment: snacks between meals,07,F,Asmt,,Checklist,18600,631,631,631-631,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
180,MDS,,,18700,F0800H,STF_BED_TIME_CD,Staff assessment: staying up past 8PM,07,F,Asmt,,Checklist,18700,632,632,632-632,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
181,MDS,,,18800,F0800I,STF_FMLY_INVLVMT_CD,Staff assessment: discuss care with family/other,07,F,Asmt,,Checklist,18800,633,633,633-633,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
182,MDS,,,18900,F0800J,STF_PRVT_PHNE_CD,Staff assessment: use phone in private,07,F,Asmt,,Checklist,18900,634,634,634-634,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
183,MDS,,,19000,F0800K,STF_LOCK_ITM_CD,Staff assessment: place to lock personal things,07,F,Asmt,,Checklist,19000,635,635,635-635,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
184,MDS,,,19100,F0800L,STF_READG_AVLBL_CD,"Staff assessment: reading books, newspapers, mags",07,F,Asmt,,Checklist,19100,636,636,636-636,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
185,MDS,,,19200,F0800M,STF_MUSIC_CD,Staff assessment: listening to music,07,F,Asmt,,Checklist,19200,637,637,637-637,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
186,MDS,,,19300,F0800N,STF_ANML_CD,Staff assessment: being around animals/pets,07,F,Asmt,,Checklist,19300,638,638,638-638,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
187,MDS,,,19400,F0800O,STF_NEWS_CD,Staff assessment: keeping up with news,07,F,Asmt,,Checklist,19400,639,639,639-639,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
188,MDS,,,19500,F0800P,STF_GRP_ACTVTY_CD,Staff assessment: doing things with groups,07,F,Asmt,,Checklist,19500,640,640,640-640,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
189,MDS,,,19600,F0800Q,STF_FVRT_ACTVTY_CD,Staff assessment: participate favorite activities,07,F,Asmt,,Checklist,19600,641,641,641-641,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
190,MDS,,,19700,F0800R,STF_TIME_AWAY_NH_CD,Staff assessment: spend time away from nursng home,07,F,Asmt,,Checklist,19700,642,642,642-642,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
191,MDS,,,19800,F0800S,STF_FRSH_AIR_CD,Staff assessment: spend time outdoors,07,F,Asmt,,Checklist,19800,643,643,643-643,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
192,MDS,,,19900,F0800T,STF_RLGN_CD,Staff assessment: participate religious activities,07,F,Asmt,,Checklist,19900,644,644,644-644,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
193,MDS,,,20000,F0800Z,STF_NO_ACTVTY_CD,Staff assessment: none of above activities,07,F,Asmt,,Checklist,20000,645,645,645-645,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
212,MDS,,,70436,ITEM_FILLER_114,BAL_SEAT_STNDG_CD,Item filler: replaces old G0300A,28,Filler,Filler,,Text,21300,668,668,668-668,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
213,MDS,,,70437,ITEM_FILLER_115,BAL_WLKG_CD,Item filler: replaces old G0300B,28,Filler,Filler,,Text,21400,669,669,669-669,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
214,MDS,,,70438,ITEM_FILLER_116,BAL_TRNG_ARND_CD,Item filler: replaces old G0300C,28,Filler,Filler,,Text,21500,670,670,670-670,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
215,MDS,,,70439,ITEM_FILLER_117,BAL_TOILT_CD,Item filler: replaces old G0300D,28,Filler,Filler,,Text,21600,671,671,671-671,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
216,MDS,,,70440,ITEM_FILLER_118,BAL_SRFC_TRNSFR_CD,Item filler: replaces old G0300E,28,Filler,Filler,,Text,21700,672,672,672-672,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
217,MDS,,,70441,ITEM_FILLER_119,UPR_XTRMTY_MTN_CD,Item filler: replaces old G0400A,28,Filler,Filler,,Text,21800,673,673,673-673,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
218,MDS,,,70442,ITEM_FILLER_120,LWR_XTRMTY_MTN_CD,Item filler: replaces old G0400B,28,Filler,Filler,,Text,21900,674,674,674-674,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
219,MDS,,,70443,ITEM_FILLER_121,CANE_CD,Item filler: replaces old G0600A,28,Filler,Filler,,Text,22000,675,675,675-675,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
220,MDS,,,70444,ITEM_FILLER_122,WLKR_CD,Item filler: replaces old G0600B,28,Filler,Filler,,Text,22100,676,676,676-676,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
221,MDS,,,70445,ITEM_FILLER_123,WHLCHR_CD,Item filler: replaces old G0600C,28,Filler,Filler,,Text,22200,677,677,677-677,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
222,MDS,,,70446,ITEM_FILLER_124,LIMB_PRSTHTC_CD,Item filler: replaces old G0600D,28,Filler,Filler,,Text,22300,678,678,678-678,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
223,MDS,,,70447,ITEM_FILLER_125,NO_MBLTY_CD,Item filler: replaces old G0600Z,28,Filler,Filler,,Text,22400,679,679,679-679,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
225,MDS,,,70448,ITEM_FILLER_126,INCRS_INDPNDNC_CD,Item filler: replaces old G0900A,28,Filler,Filler,,Text,22600,680,680,680-680,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
226,MDS,,,70449,ITEM_FILLER_127,STF_INCRS_INDPNDNC_CD,Item filler: replaces old G0900B,28,Filler,Filler,,Text,22700,681,681,681-681,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,SP,SD,ST,XX",,,,,,,,,,,,
227,MDS,,,23190,H0100A,INDWLG_CTHTR_CD,Appliances: indwelling catheter,09,H,Asmt,,Checklist,22800,682,682,682-682,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
228,MDS,,,23192,H0100B,EXTRNL_CTHTR_CD,Appliances: external catheter,09,H,Asmt,,Checklist,22900,683,683,683-683,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
229,MDS,,,23194,H0100C,OSTMY_CD,Appliances: ostomy,09,H,Asmt,,Checklist,23000,684,684,684-684,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
230,MDS,,,23196,H0100D,INTRMTNT_CTHTR_CD,Appliances: intermittent catheterization,09,H,Asmt,,Checklist,23100,685,685,685-685,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
231,MDS,,,23200,H0100Z,NO_URNRY_APLNC_CD,Appliances: none of the above,09,H,Asmt,,Checklist,23200,686,686,686-686,1,,,"NC,NQ,NP,ND,IPA,SP,SD","NT,NPE,ST,XX",,x,x,x,x,,,x,x,x,,
232,MDS,,,23300,H0200A,TRIL_TOILTG_PGM_CD,Urinary toileting program: has been attempted,09,H,Asmt,,Code,23300,687,687,687-687,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,SD,ST,XX",,x,x,x,,,,,x,,,
233,MDS,,,23400,H0200B,RSPNS_TOILTG_PGM_CD,Urinary toileting program: response,09,H,Asmt,,Code,23400,688,688,688-688,1,,,NC,"ND,NT,NPE,IPA,SP,SD,ST,XX","NQ,NP",x,s,s,,,,,,,,
234,MDS,,,23500,H0200C,CRNT_TOILTG_PGM_CD,Urinary toileting program: current program/trial,09,H,Asmt,,Code,23500,689,689,689-689,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
235,MDS,,,23600,H0300,URNRY_CNTNC_CD,Urinary continence,09,H,Asmt,,Code,23600,690,690,690-690,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
236,MDS,,,23700,H0400,BWL_CNTNC_CD,Bowel continence,09,H,Asmt,,Code,23700,691,691,691-691,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,ST,XX",,x,x,x,x,,,,x,x,,
237,MDS,,,23800,H0500,BWL_TOILTG_PGM_CD,Bowel toileting program being used,09,H,Asmt,,Code,23800,692,692,692-692,1,,,"NC,NQ,NP,IPA,SP","ND,NT,NPE,SD,ST,XX",,x,x,x,,,,x,x,,,
