itm_id,val_id,val_txt
S0521,^,Blank (skip pattern) when A0310A <> 01
S0514,0,No - Level 2 determination completed
S0514,1,Yes
S0514,9,N/A - PASRR not indicated
S0515,YYYYMMDD,Valid date
S0515,^,Blank (not available or unknown)
S6500,0,No
S6500,1,Yes
S6500,-,Not assessed/no information
S0185,0,No
S0185,1,Yes
S0185,-,Not assessed/no information
S0160,09,Neurodegenerative
S8015,00000000,Minimum value
S8015,99999999,Maximum value
S8015,-,Not enrolled in any plan
S0153,Text,Valid resident identifier
S0505,1,Nursing Facility (NF)
S0505,2,Skilled/Specialized Nursing Facility
S0505,^,Blank (not available or unknown)
S1210A,0,Not checked (No)
S1210A,1,Checked (Yes)
S1210B,0,Not checked (No)
S1210B,1,Checked (Yes)
S1210C,0,Not checked (No)
S1210C,1,Checked (Yes)
S1210D,0,Not checked (No)
S1210D,1,Checked (Yes)
S1210E,0,Not checked (No)
S1210E,1,Checked (Yes)
S1210F,0,Not checked (No)
S1210F,1,Checked (Yes)
S1210G,0,Not checked (No)
S1210G,1,Checked (Yes)
S1210H,0,Not checked (No)
S1210H,1,Checked (Yes)
S1210I,0,Not checked (No)
S1210I,1,Checked (Yes)
S1210Z,0,Not checked (No)
S1210Z,1,Checked (Yes)
S6202,0,Minimum value
S6202,90,Maximum value
S6212,0,Minimum value
S6212,90,Maximum value
HICN_MBI_IND,Text,Calculated HICN MBI Indicator
SSNRI_TRNSLTN_HICN_TXT,Text,SSNRI Translation HICN Text
SSNRI_TRNSLTN_MBI_TXT,Text,SSNRI Translation MBI Text
GG0100A,3,Independent
GG0100A,2,Needed Some Help
GG0100A,1,Dependent
GG0100A,8,Unknown
GG0100A,9,Not Applicable
GG0100A,-,Not assessed/no information
GG0100B,3,Independent
GG0100B,2,Needed Some Help
GG0100B,1,Dependent
GG0100B,8,Unknown
GG0100B,9,Not Applicable
GG0100B,-,Not assessed/no information
GG0100C,3,Independent
GG0100C,2,Needed Some Help
GG0100C,1,Dependent
GG0100C,8,Unknown
GG0100C,9,Not Applicable
GG0100C,-,Not assessed/no information
GG0100D,3,Independent
GG0100D,2,Needed Some Help
GG0100D,1,Dependent
GG0100D,8,Unknown
GG0100D,9,Not Applicable
GG0100D,-,Not assessed/no information
GG0110A,0,Not checked (No)
GG0110A,1,Checked (Yes)
GG0110A,-,Not assessed/no information
GG0110B,0,Not checked (No)
GG0110B,1,Checked (Yes)
GG0110B,-,Not assessed/no information
GG0110C,0,Not checked (No)
GG0110C,1,Checked (Yes)
GG0110C,-,Not assessed/no information
GG0110D,0,Not checked (No)
GG0110D,1,Checked (Yes)
GG0110D,-,Not assessed/no information
GG0110E,0,Not checked (No)
GG0110E,1,Checked (Yes)
GG0110E,-,Not assessed/no information
GG0110Z,0,Not checked (No)
GG0110Z,1,Checked (Yes)
GG0110Z,-,Not assessed/no information
ITM_SET_VRSN_CD,1.16,Seventh update to MDS 3.0 item set (effective 10/01/2018)
SPEC_VRSN_CD,2.02,Eleventh update to data specifications (effective 10/01/2018)
GG0130A1,10,Not attempted due to environmental limitations
GG0130A3,10,Not attempted due to environmental limitations
GG0130B1,10,Not attempted due to environmental limitations
GG0130B3,10,Not attempted due to environmental limitations
GG0130C1,10,Not attempted due to environmental limitations
GG0130C3,10,Not attempted due to environmental limitations
GG0130E1,06,Independent
GG0130E1,05,Setup or clean-up assistance
GG0130E1,04,Supervision or touching assistance
GG0130E1,03,Partial/moderate assistance
GG0130E1,02,Substantial/maximal assistance
GG0130E1,01,Dependent
GG0130E1,07,Resident refused
GG0130E1,09,Not applicable
GG0130E1,10,Not attempted due to environmental limitations
GG0130E1,88,Not attempted due to medical condition or safety concerns
GG0130E1,-,Not assessed/no information
GG0130E1,^,Blank (skip pattern)
GG0130E3,06,Independent
GG0130E3,05,Setup or clean-up assistance
GG0130E3,04,Supervision or touching assistance
GG0130E3,03,Partial/moderate assistance
GG0130E3,02,Substantial/maximal assistance
GG0130E3,01,Dependent
GG0130E3,07,Resident refused
GG0130E3,09,Not applicable
GG0130E3,10,Not attempted due to environmental limitations
GG0130E3,88,Not attempted due to medical condition or safety concerns
GG0130E3,-,Not assessed/no information
GG0130E3,^,Blank (skip pattern)
GG0130F1,06,Independent
GG0130F1,05,Setup or clean-up assistance
GG0130F1,04,Supervision or touching assistance
GG0130F1,03,Partial/moderate assistance
GG0130F1,02,Substantial/maximal assistance
GG0130F1,01,Dependent
GG0130F1,07,Resident refused
GG0130F1,09,Not applicable
GG0130F1,10,Not attempted due to environmental limitations
GG0130F1,88,Not attempted due to medical condition or safety concerns
GG0130F1,-,Not assessed/no information
GG0130F1,^,Blank (skip pattern)
GG0130F3,06,Independent
GG0130F3,05,Setup or clean-up assistance
GG0130F3,04,Supervision or touching assistance
GG0130F3,03,Partial/moderate assistance
GG0130F3,02,Substantial/maximal assistance
GG0130F3,01,Dependent
GG0130F3,07,Resident refused
GG0130F3,09,Not applicable
GG0130F3,10,Not attempted due to environmental limitations
GG0130F3,88,Not attempted due to medical condition or safety concerns
GG0130F3,-,Not assessed/no information
GG0130F3,^,Blank (skip pattern)
GG0130G1,06,Independent
GG0130G1,05,Setup or clean-up assistance
GG0130G1,04,Supervision or touching assistance
GG0130G1,03,Partial/moderate assistance
GG0130G1,02,Substantial/maximal assistance
GG0130G1,01,Dependent
GG0130G1,07,Resident refused
GG0130G1,09,Not applicable
GG0130G1,10,Not attempted due to environmental limitations
GG0130G1,88,Not attempted due to medical condition or safety concerns
GG0130G1,-,Not assessed/no information
GG0130G1,^,Blank (skip pattern)
GG0130G3,06,Independent
GG0130G3,05,Setup or clean-up assistance
GG0130G3,04,Supervision or touching assistance
GG0130G3,03,Partial/moderate assistance
GG0130G3,02,Substantial/maximal assistance
GG0130G3,01,Dependent
GG0130G3,07,Resident refused
GG0130G3,09,Not applicable
GG0130G3,10,Not attempted due to environmental limitations
GG0130G3,88,Not attempted due to medical condition or safety concerns
GG0130G3,-,Not assessed/no information
GG0130G3,^,Blank (skip pattern)
GG0130H1,06,Independent
GG0130H1,05,Setup or clean-up assistance
GG0130H1,04,Supervision or touching assistance
GG0130H1,03,Partial/moderate assistance
GG0130H1,02,Substantial/maximal assistance
GG0130H1,01,Dependent
GG0130H1,07,Resident refused
GG0130H1,09,Not applicable
GG0130H1,10,Not attempted due to environmental limitations
GG0130H1,88,Not attempted due to medical condition or safety concerns
GG0130H1,-,Not assessed/no information
GG0130H1,^,Blank (skip pattern)
GG0130H3,06,Independent
GG0130H3,05,Setup or clean-up assistance
GG0130H3,04,Supervision or touching assistance
GG0130H3,03,Partial/moderate assistance
GG0130H3,02,Substantial/maximal assistance
GG0130H3,01,Dependent
GG0130H3,07,Resident refused
GG0130H3,09,Not applicable
GG0130H3,10,Not attempted due to environmental limitations
GG0130H3,88,Not attempted due to medical condition or safety concerns
GG0130H3,-,Not assessed/no information
GG0130H3,^,Blank (skip pattern)
GG0170B1,10,Not attempted due to environmental limitations
GG0170B3,10,Not attempted due to environmental limitations
GG0170C1,10,Not attempted due to environmental limitations
GG0170C3,10,Not attempted due to environmental limitations
GG0170D1,10,Not attempted due to environmental limitations
GG0170D3,10,Not attempted due to environmental limitations
GG0170E1,10,Not attempted due to environmental limitations
GG0170E3,10,Not attempted due to environmental limitations
GG0170F1,10,Not attempted due to environmental limitations
GG0170F3,10,Not attempted due to environmental limitations
GG0170J1,10,Not attempted due to environmental limitations
GG0170J3,10,Not attempted due to environmental limitations
GG0170K1,10,Not attempted due to environmental limitations
GG0170K3,10,Not attempted due to environmental limitations
GG0170R1,10,Not attempted due to environmental limitations
GG0170R3,10,Not attempted due to environmental limitations
GG0170S1,10,Not attempted due to environmental limitations
GG0170S3,10,Not attempted due to environmental limitations
GG0170A1,06,Independent
GG0170A1,05,Setup or clean-up assistance
GG0170A1,04,Supervision or touching assistance
GG0170A1,03,Partial/moderate assistance
GG0170A1,02,Substantial/maximal assistance
GG0170A1,01,Dependent
GG0170A1,07,Resident refused
GG0170A1,09,Not applicable
GG0170A1,10,Not attempted due to environmental limitations
GG0170A1,88,Not attempted due to medical condition or safety concerns
GG0170A1,-,Not assessed/no information
GG0170A1,^,Blank (skip pattern)
GG0170A3,06,Independent
GG0170A3,05,Setup or clean-up assistance
GG0170A3,04,Supervision or touching assistance
GG0170A3,03,Partial/moderate assistance
GG0170A3,02,Substantial/maximal assistance
GG0170A3,01,Dependent
GG0170A3,07,Resident refused
GG0170A3,09,Not applicable
GG0170A3,10,Not attempted due to environmental limitations
GG0170A3,88,Not attempted due to medical condition or safety concerns
GG0170A3,-,Not assessed/no information
GG0170A3,^,Blank (skip pattern)
GG0170G1,06,Independent
GG0170G1,05,Setup or clean-up assistance
GG0170G1,04,Supervision or touching assistance
GG0170G1,03,Partial/moderate assistance
GG0170G1,02,Substantial/maximal assistance
GG0170G1,01,Dependent
GG0170G1,07,Resident refused
GG0170G1,09,Not applicable
GG0170G1,10,Not attempted due to environmental limitations
GG0170G1,88,Not attempted due to medical condition or safety concerns
GG0170G1,-,Not assessed/no information
GG0170G1,^,Blank (skip pattern)
GG0170G3,06,Independent
GG0170G3,05,Setup or clean-up assistance
GG0170G3,04,Supervision or touching assistance
GG0170G3,03,Partial/moderate assistance
GG0170G3,02,Substantial/maximal assistance
GG0170G3,01,Dependent
GG0170G3,07,Resident refused
GG0170G3,09,Not applicable
GG0170G3,10,Not attempted due to environmental limitations
GG0170G3,88,Not attempted due to medical condition or safety concerns
GG0170G3,-,Not assessed/no information
GG0170G3,^,Blank (skip pattern)
GG0170I1,06,Independent
GG0170I1,05,Setup or clean-up assistance
GG0170I1,04,Supervision or touching assistance
GG0170I1,03,Partial/moderate assistance
GG0170I1,02,Substantial/maximal assistance
GG0170I1,01,Dependent
GG0170I1,07,Resident refused
GG0170I1,09,Not applicable
GG0170I1,10,Not attempted due to environmental limitations
GG0170I1,88,Not attempted due to medical condition or safety concerns
GG0170I1,-,Not assessed/no information
GG0170I1,^,Blank (skip pattern)
GG0170I3,06,Independent
GG0170I3,05,Setup or clean-up assistance
GG0170I3,04,Supervision or touching assistance
GG0170I3,03,Partial/moderate assistance
GG0170I3,02,Substantial/maximal assistance
GG0170I3,01,Dependent
GG0170I3,07,Resident refused
GG0170I3,09,Not applicable
GG0170I3,10,Not attempted due to environmental limitations
GG0170I3,88,Not attempted due to medical condition or safety concerns
GG0170I3,-,Not assessed/no information
GG0170I3,^,Blank (skip pattern)
GG0170L1,06,Independent
GG0170L1,05,Setup or clean-up assistance
GG0170L1,04,Supervision or touching assistance
GG0170L1,03,Partial/moderate assistance
GG0170L1,02,Substantial/maximal assistance
GG0170L1,01,Dependent
GG0170L1,07,Resident refused
GG0170L1,09,Not applicable
GG0170L1,10,Not attempted due to environmental limitations
GG0170L1,88,Not attempted due to medical condition or safety concerns
GG0170L1,-,Not assessed/no information
GG0170L1,^,Blank (skip pattern)
GG0170L3,06,Independent
GG0170L3,05,Setup or clean-up assistance
GG0170L3,04,Supervision or touching assistance
GG0170L3,03,Partial/moderate assistance
GG0170L3,02,Substantial/maximal assistance
GG0170L3,01,Dependent
GG0170L3,07,Resident refused
GG0170L3,09,Not applicable
GG0170L3,10,Not attempted due to environmental limitations
GG0170L3,88,Not attempted due to medical condition or safety concerns
GG0170L3,-,Not assessed/no information
GG0170L3,^,Blank (skip pattern)
GG0170M1,06,Independent
GG0170M1,05,Setup or clean-up assistance
GG0170M1,04,Supervision or touching assistance
GG0170M1,03,Partial/moderate assistance
GG0170M1,02,Substantial/maximal assistance
GG0170M1,01,Dependent
GG0170M1,07,Resident refused
GG0170M1,09,Not applicable
GG0170M1,10,Not attempted due to environmental limitations
GG0170M1,88,Not attempted due to medical condition or safety concerns
GG0170M1,-,Not assessed/no information
GG0170M1,^,Blank (skip pattern)
GG0170M3,06,Independent
GG0170M3,05,Setup or clean-up assistance
GG0170M3,04,Supervision or touching assistance
GG0170M3,03,Partial/moderate assistance
GG0170M3,02,Substantial/maximal assistance
GG0170M3,01,Dependent
GG0170M3,07,Resident refused
GG0170M3,09,Not applicable
GG0170M3,10,Not attempted due to environmental limitations
GG0170M3,88,Not attempted due to medical condition or safety concerns
GG0170M3,-,Not assessed/no information
GG0170M3,^,Blank (skip pattern)
GG0170N1,06,Independent
GG0170N1,05,Setup or clean-up assistance
GG0170N1,04,Supervision or touching assistance
GG0170N1,03,Partial/moderate assistance
GG0170N1,02,Substantial/maximal assistance
GG0170N1,01,Dependent
GG0170N1,07,Resident refused
GG0170N1,09,Not applicable
GG0170N1,10,Not attempted due to environmental limitations
GG0170N1,88,Not attempted due to medical condition or safety concerns
GG0170N1,-,Not assessed/no information
GG0170N1,^,Blank (skip pattern)
GG0170N3,06,Independent
GG0170N3,05,Setup or clean-up assistance
GG0170N3,04,Supervision or touching assistance
GG0170N3,03,Partial/moderate assistance
GG0170N3,02,Substantial/maximal assistance
GG0170N3,01,Dependent
GG0170N3,07,Resident refused
GG0170N3,09,Not applicable
GG0170N3,10,Not attempted due to environmental limitations
GG0170N3,88,Not attempted due to medical condition or safety concerns
GG0170N3,-,Not assessed/no information
GG0170N3,^,Blank (skip pattern)
GG0170O1,06,Independent
GG0170O1,05,Setup or clean-up assistance
GG0170O1,04,Supervision or touching assistance
GG0170O1,03,Partial/moderate assistance
GG0170O1,02,Substantial/maximal assistance
GG0170O1,01,Dependent
GG0170O1,07,Resident refused
GG0170O1,09,Not applicable
GG0170O1,10,Not attempted due to environmental limitations
GG0170O1,88,Not attempted due to medical condition or safety concerns
GG0170O1,-,Not assessed/no information
GG0170O1,^,Blank (skip pattern)
GG0170O3,06,Independent
GG0170O3,05,Setup or clean-up assistance
GG0170O3,04,Supervision or touching assistance
GG0170O3,03,Partial/moderate assistance
GG0170O3,02,Substantial/maximal assistance
GG0170O3,01,Dependent
GG0170O3,07,Resident refused
GG0170O3,09,Not applicable
GG0170O3,10,Not attempted due to environmental limitations
GG0170O3,88,Not attempted due to medical condition or safety concerns
GG0170O3,-,Not assessed/no information
GG0170O3,^,Blank (skip pattern)
GG0170P1,06,Independent
GG0170P1,05,Setup or clean-up assistance
GG0170P1,04,Supervision or touching assistance
GG0170P1,03,Partial/moderate assistance
GG0170P1,02,Substantial/maximal assistance
GG0170P1,01,Dependent
GG0170P1,07,Resident refused
GG0170P1,09,Not applicable
GG0170P1,10,Not attempted due to environmental limitations
GG0170P1,88,Not attempted due to medical condition or safety concerns
GG0170P1,-,Not assessed/no information
GG0170P1,^,Blank (skip pattern)
GG0170P3,06,Independent
GG0170P3,05,Setup or clean-up assistance
GG0170P3,04,Supervision or touching assistance
GG0170P3,03,Partial/moderate assistance
GG0170P3,02,Substantial/maximal assistance
GG0170P3,01,Dependent
GG0170P3,07,Resident refused
GG0170P3,09,Not applicable
GG0170P3,10,Not attempted due to environmental limitations
GG0170P3,88,Not attempted due to medical condition or safety concerns
GG0170P3,-,Not assessed/no information
GG0170P3,^,Blank (skip pattern)
I0020,01,Stroke
I0020,02,Non-Traumatic Brain Dysfunction
I0020,03,Traumatic Brain Dysfunction
I0020,04,Non-Traumatic Spinal Cord Dysfunction
I0020,05,Traumatic Spinal Cord Dysfunction
I0020,06,Progressive Neurological Conditions
I0020,07,Other Neurological Conditions
I0020,08,Amputation
I0020,09,Hip and Knee Replacement
I0020,10,Fractures and Other Multiple Trauma
I0020,11,Other Orthopedic Conditions
I0020,12,"Debility, Cardiorespiratory Conditions"
I0020,13,Medically Complex Conditions
I0020,^,Blank (skip pattern)
J2000,0,No
J2000,1,Yes
J2000,8,Unknown
N2001,0,No - No issues found during review
N2001,1,Yes - Issues found during review
N2001,9,NA - Resident is not taking any medications
N2001,-,Not assessed/no information
N2003,0,No
N2003,1,Yes
N2003,-,Not assessed/no information
N2003,^,Blank (skip pattern)
N2005,0,No
N2005,1,Yes
N2005,9,NA - There were no potentially clinically significant medication issues identified since admission or patient is not taking any medications
N2005,-,Not assessed/no information
GG0100A,^,Blank (skip pattern)
GG0100B,^,Blank (skip pattern)
GG0100C,^,Blank (skip pattern)
GG0100D,^,Blank (skip pattern)
GG0110A,^,Blank (skip pattern)
GG0110B,^,Blank (skip pattern)
GG0110C,^,Blank (skip pattern)
GG0110D,^,Blank (skip pattern)
GG0110E,^,Blank (skip pattern)
GG0110Z,^,Blank (skip pattern)
J2000,^,Blank (skip pattern)
N2001,^,Blank (skip pattern)
N2005,^,Blank (skip pattern)
ITM_SET_VRSN_CD,1.17,Eighth update to MDS 3.0 item set (effective 10/01/2019)
SPEC_VRSN_CD,3.00,Twelfth update to data specifications (effective 10/01/2019)
A0310G1,0,No
A0310G1,1,Yes
GG0130A5,06,Independent
GG0130A5,05,Setup or clean-up assistance
GG0130A5,04,Supervision or touching assistance
GG0130A5,03,Partial/moderate assistance
GG0130A5,02,Substantial/maximal assistance
GG0130A5,01,Dependent
GG0130A5,07,Resident refused
GG0130A5,09,Not applicable
GG0130A5,10,Not attempted due to environmental limitations
GG0130A5,88,Not attempted due to medical condition or safety concerns
GG0130A5,-,Not assessed/no information
GG0130B5,06,Independent
GG0130B5,05,Setup or clean-up assistance
GG0130B5,04,Supervision or touching assistance
GG0130B5,03,Partial/moderate assistance
GG0130B5,02,Substantial/maximal assistance
GG0130B5,01,Dependent
GG0130B5,07,Resident refused
GG0130B5,09,Not applicable
GG0130B5,10,Not attempted due to environmental limitations
GG0130B5,88,Not attempted due to medical condition or safety concerns
GG0130B5,-,Not assessed/no information
GG0130C5,06,Independent
GG0130C5,05,Setup or clean-up assistance
GG0130C5,04,Supervision or touching assistance
GG0130C5,03,Partial/moderate assistance
GG0130C5,02,Substantial/maximal assistance
GG0130C5,01,Dependent
GG0130C5,07,Resident refused
GG0130C5,09,Not applicable
GG0130C5,10,Not attempted due to environmental limitations
GG0130C5,88,Not attempted due to medical condition or safety concerns
GG0130C5,-,Not assessed/no information
GG0170B5,06,Independent
GG0170B5,05,Setup or clean-up assistance
GG0170B5,04,Supervision or touching assistance
GG0170B5,03,Partial/moderate assistance
GG0170B5,02,Substantial/maximal assistance
GG0170B5,01,Dependent
GG0170B5,07,Resident refused
GG0170B5,09,Not applicable
GG0170B5,10,Not attempted due to environmental limitations
GG0170B5,88,Not attempted due to medical condition or safety concerns
GG0170D5,06,Independent
GG0170D5,05,Setup or clean-up assistance
GG0170D5,04,Supervision or touching assistance
GG0170D5,03,Partial/moderate assistance
GG0170D5,02,Substantial/maximal assistance
GG0170D5,01,Dependent
GG0170D5,07,Resident refused
GG0170D5,09,Not applicable
GG0170D5,10,Not attempted due to environmental limitations
GG0170D5,88,Not attempted due to medical condition or safety concerns
GG0170E5,06,Independent
GG0170E5,05,Setup or clean-up assistance
GG0170E5,04,Supervision or touching assistance
GG0170E5,03,Partial/moderate assistance
GG0170E5,02,Substantial/maximal assistance
GG0170E5,01,Dependent
GG0170E5,07,Resident refused
GG0170E5,09,Not applicable
GG0170E5,10,Not attempted due to environmental limitations
GG0170E5,88,Not attempted due to medical condition or safety concerns
GG0170F5,06,Independent
GG0170F5,05,Setup or clean-up assistance
GG0170F5,04,Supervision or touching assistance
GG0170F5,03,Partial/moderate assistance
GG0170F5,02,Substantial/maximal assistance
GG0170F5,01,Dependent
GG0170F5,07,Resident refused
GG0170F5,09,Not applicable
GG0170F5,10,Not attempted due to environmental limitations
GG0170F5,88,Not attempted due to medical condition or safety concerns
GG0170J5,06,Independent
GG0170J5,05,Setup or clean-up assistance
GG0170J5,04,Supervision or touching assistance
GG0170J5,03,Partial/moderate assistance
GG0170J5,02,Substantial/maximal assistance
GG0170J5,01,Dependent
GG0170J5,07,Resident refused
GG0170J5,09,Not applicable
GG0170J5,10,Not attempted due to environmental limitations
GG0170J5,88,Not attempted due to medical condition or safety concerns
GG0170K5,06,Independent
GG0170K5,05,Setup or clean-up assistance
GG0170K5,04,Supervision or touching assistance
GG0170K5,03,Partial/moderate assistance
GG0170K5,02,Substantial/maximal assistance
GG0170K5,01,Dependent
GG0170K5,07,Resident refused
GG0170K5,09,Not applicable
GG0170K5,10,Not attempted due to environmental limitations
GG0170K5,88,Not attempted due to medical condition or safety concerns
I0020B,ICD-10,ICD-10 code
I0020B,^,Blank (skip pattern)
ITM_SBST_CD,IPA,Interim payment assessment
ITM_SBST_CD,OSA,Other state assessment
A0310B,08,IPA - Interim Payment Assessment
X0600B,08,IPA - Interim Payment Assessment
J2100,0,No
J2100,1,Yes
J2100,8,Unknown
J2300,0,Not Checked (No)
J2300,1,Checked (Yes)
J2300,^,Blank (skip pattern)
J2310,0,Not Checked (No)
J2310,1,Checked (Yes)
J2310,^,Blank (skip pattern)
J2320,0,Not Checked (No)
J2320,1,Checked (Yes)
J2320,^,Blank (skip pattern)
J2330,0,Not Checked (No)
J2330,1,Checked (Yes)
J2330,^,Blank (skip pattern)
J2400,0,Not Checked (No)
J2400,1,Checked (Yes)
J2400,^,Blank (skip pattern)
J2410,0,Not Checked (No)
J2410,1,Checked (Yes)
J2410,^,Blank (skip pattern)
J2420,0,Not Checked (No)
J2420,1,Checked (Yes)
J2420,^,Blank (skip pattern)
J2499,0,Not Checked (No)
J2499,1,Checked (Yes)
J2499,^,Blank (skip pattern)
J2500,0,Not Checked (No)
J2500,1,Checked (Yes)
J2500,^,Blank (skip pattern)
J2510,0,Not Checked (No)
J2510,1,Checked (Yes)
J2510,^,Blank (skip pattern)
J2520,0,Not Checked (No)
J2520,1,Checked (Yes)
J2520,^,Blank (skip pattern)
J2530,0,Not Checked (No)
J2530,1,Checked (Yes)
J2530,^,Blank (skip pattern)
J2599,0,Not Checked (No)
J2599,1,Checked (Yes)
J2599,^,Blank (skip pattern)
J2600,0,Not Checked (No)
J2600,1,Checked (Yes)
J2600,^,Blank (skip pattern)
J2610,0,Not Checked (No)
J2610,1,Checked (Yes)
J2610,^,Blank (skip pattern)
J2620,0,Not Checked (No)
J2620,1,Checked (Yes)
J2620,^,Blank (skip pattern)
J2699,0,Not Checked (No)
J2699,1,Checked (Yes)
J2699,^,Blank (skip pattern)
J2700,0,Not Checked (No)
J2700,1,Checked (Yes)
J2700,^,Blank (skip pattern)
J2710,0,Not Checked (No)
J2710,1,Checked (Yes)
J2710,^,Blank (skip pattern)
J2799,0,Not Checked (No)
J2799,1,Checked (Yes)
J2799,^,Blank (skip pattern)
J2800,0,Not Checked (No)
J2800,1,Checked (Yes)
J2800,^,Blank (skip pattern)
J2810,0,Not Checked (No)
J2810,1,Checked (Yes)
J2810,^,Blank (skip pattern)
J2899,0,Not Checked (No)
J2899,1,Checked (Yes)
J2899,^,Blank (skip pattern)
J2900,0,Not Checked (No)
J2900,1,Checked (Yes)
J2900,^,Blank (skip pattern)
J2910,0,Not Checked (No)
J2910,1,Checked (Yes)
J2910,^,Blank (skip pattern)
J2920,0,Not Checked (No)
J2920,1,Checked (Yes)
J2920,^,Blank (skip pattern)
J2930,0,Not Checked (No)
J2930,1,Checked (Yes)
J2930,^,Blank (skip pattern)
J2940,0,Not Checked (No)
J2940,1,Checked (Yes)
J2940,^,Blank (skip pattern)
J5000,0,Not Checked (No)
J5000,1,Checked (Yes)
J5000,^,Blank (skip pattern)
O0425A1,0000,Minimum value
O0425A1,9999,Maximum value
O0425A1,-,Not assessed/no information
O0425A2,0000,Minimum value
O0425A2,9999,Maximum value
O0425A2,-,Not assessed/no information
O0425A3,0000,Minimum value
O0425A3,9999,Maximum value
O0425A3,-,Not assessed/no information
O0425A4,0000,Minimum value
O0425A4,9999,Maximum value
O0425A4,-,Not assessed/no information
O0425A5,000,Minimum value
O0425A5,999,Maximum value
O0425A5,-,Not assessed/no information
O0425B1,0000,Minimum value
O0425B1,9999,Maximum value
O0425B1,-,Not assessed/no information
O0425B2,0000,Minimum value
O0425B2,9999,Maximum value
O0425B2,-,Not assessed/no information
O0425B3,0000,Minimum value
O0425B3,9999,Maximum value
O0425B3,-,Not assessed/no information
O0425B4,0000,Minimum value
O0425B4,9999,Maximum value
O0425B4,-,Not assessed/no information
O0425B5,000,Minimum value
O0425B5,999,Maximum value
O0425B5,-,Not assessed/no information
O0425C1,0000,Minimum value
O0425C1,9999,Maximum value
O0425C1,-,Not assessed/no information
O0425C2,0000,Minimum value
O0425C2,9999,Maximum value
O0425C2,-,Not assessed/no information
O0425C3,0000,Minimum value
O0425C3,9999,Maximum value
O0425C3,-,Not assessed/no information
O0425C4,0000,Minimum value
O0425C4,9999,Maximum value
O0425C4,-,Not assessed/no information
O0425C5,000,Minimum value
O0425C5,999,Maximum value
O0425C5,-,Not assessed/no information
O0430,000,Minimum value
O0430,999,Maximum value
O0430,-,Not assessed/no information
Z0200C,0,No
Z0200C,1,Yes
V0100B,08,IPA - Interim Payment Assessment
GG0170C5,06,Independent
GG0170C5,05,Setup or clean-up assistance
GG0170C5,04,Supervision or touching assistance
GG0170C5,03,Partial/moderate assistance
GG0170C5,02,Substantial/maximal assistance
GG0170C5,01,Dependent
GG0170C5,07,Resident refused
GG0170C5,09,Not applicable
GG0170C5,10,Not attempted due to environmental limitations
GG0170C5,88,Not attempted due to medical condition or safety concerns
J2100,^,Blank (skip pattern)
GG0170I5,06,Independent
GG0170I5,05,Setup or clean-up assistance
GG0170I5,04,Supervision or touching assistance
GG0170I5,03,Partial/moderate assistance
GG0170I5,02,Substantial/maximal assistance
GG0170I5,01,Dependent
GG0170I5,07,Resident refused
GG0170I5,09,Not applicable
GG0170I5,10,Not attempted due to environmental limitations
GG0170I5,88,Not attempted due to medical condition or safety concerns
A0310G1,^,Blank (skip pattern)
GG0170J5,^,Blank (skip pattern)
GG0170K5,^,Blank (skip pattern)
GG0170B5,-,Not assessed/no information
GG0170C5,-,Not assessed/no information
GG0170D5,-,Not assessed/no information
GG0170E5,-,Not assessed/no information
GG0170F5,-,Not assessed/no information
GG0170I5,-,Not assessed/no information
GG0170J5,-,Not assessed/no information
GG0170K5,-,Not assessed/no information
O0425A1,^,Blank (skip pattern)
O0425A2,^,Blank (skip pattern)
O0425A3,^,Blank (skip pattern)
O0425A4,^,Blank (skip pattern)
O0425A5,^,Blank (skip pattern)
O0425B1,^,Blank (skip pattern)
O0425B2,^,Blank (skip pattern)
O0425B3,^,Blank (skip pattern)
O0425B4,^,Blank (skip pattern)
O0425B5,^,Blank (skip pattern)
O0425C1,^,Blank (skip pattern)
O0425C2,^,Blank (skip pattern)
O0425C3,^,Blank (skip pattern)
O0425C4,^,Blank (skip pattern)
O0425C5,^,Blank (skip pattern)
O0430,^,Blank (skip pattern)
S9040G,5,Both Patient and Legally Recognized Decisionmaker
S9040F,2,Both Patient and Legally Recognized Decisionmaker
STATE_PDPM_OBRA_CD,0,"No, do not perform PDPM calculations for OBRAs"
STATE_PDPM_OBRA_CD,1,"Yes, perform PDPM calculations for OBRAs"
A1005A,0,Not checked (No)
A1005A,1,Checked (Yes)
A1005B,0,Not checked (No)
A1005B,1,Checked (Yes)
A1005C,0,Not checked (No)
A1005C,1,Checked (Yes)
A1005D,0,Not checked (No)
A1005D,1,Checked (Yes)
A1005E,0,Not checked (No)
A1005E,1,Checked (Yes)
A1005X,0,Not checked (No)
A1005X,1,Checked (Yes)
A1005Y,0,Not checked (No)
A1005Y,1,Checked (Yes)
A1010A,0,Not checked (No)
A1010A,1,Checked (Yes)
A1010B,0,Not checked (No)
A1010B,1,Checked (Yes)
A1010C,0,Not checked (No)
A1010C,1,Checked (Yes)
A1010D,0,Not checked (No)
A1010D,1,Checked (Yes)
A1010E,0,Not checked (No)
A1010E,1,Checked (Yes)
A1010F,0,Not checked (No)
A1010F,1,Checked (Yes)
A1010G,0,Not checked (No)
A1010G,1,Checked (Yes)
A1010H,0,Not checked (No)
A1010H,1,Checked (Yes)
A1010I,0,Not checked (No)
A1010I,1,Checked (Yes)
A1010J,0,Not checked (No)
A1010J,1,Checked (Yes)
